rowversion,vin,rego,Purchase Invoice Date,Purchase Receipt Date,Creation Date,modelName,colour,KeyNo,Dealer Request Code,Incadea Dealer Name,Incadea Dealer No,Incadea City,make,Updated by Cron Job AT
3390723679,TMAJC812SPJ218214,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Dark Knight, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723679,TMAJC812SPJ218214,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Dark Knight, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723679,TMAJC812SPJ218214,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Dark Knight, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723679,TMAJC812SPJ218214,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Dark Knight, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723680,TMAJC812SPJ218220,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723681,TMAJC812SPJ218221,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Engine Red, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723682,TMAJC812SPJ218316,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Amazon Gray, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723683,TMAJC812SPJ219807,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV Elite AWD,Silky Bronze, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723688,TMAJF812SPJ216770,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723689,TMAJF812SPJ216771,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Atlas White, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723691,TMAJF812SPJ216851,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Shimmering Silver, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723694,TMAJF812SPJ216936,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723695,TMAJF812SPJ216992,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Dark Knight, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723696,TMAJF812SPJ217076,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Hammond Motors,13039,Kaitaia,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Bayswater Vehicles Gisborne,13225,Napier,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Mayfield Motorworld Limited,23314,Blenheim,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,23315,Orewa,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,P & B Mechanical Limited,23475,Hamilton,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Orewa Car Services 1990 Ltd,33315,Orewa,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Vicky Tunai,40059,,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Jaime Ramsey,40069,,HYUNDAI,48:17.7
3390723697,TMAJF812SPJ217077,,00:00.0,00:00.0,00:00.0,Tucson NX4e PHEV AWD,Amazon Gray, ,HANZ,Isuzu Utes NZ Ltd,84006,AUCKLAND,HYUNDAI,48:17.7
